datetime,temperature,humidity,co2_concentration,average_co2_last_hour,average_temperature_last_hour,average_humidity_last_hour,current_value_minus_average_last_hour_co2,current_value_minus_average_last_hour_temperature,current_value_minus_average_last_hour_humidity,current_value_minus_last_15_min_co2,current_value_minus_last_15_min_temperature,current_value_minus_last_15_min_humidity,room_number,hour_of_the_day,day_number_of_the_week,day_of_year,floor_area,occupancy
30-01-23 06:00,20.9,39.3,793,798.23,20.9,39.35,-5.23,0,-0.05,3.9,0,0,1,6,1,30,16,1
30-01-23 06:15,21,39.3,793.8,795.48,20.9,39.33,-1.68,0.1,-0.02,0.8,0.1,0,1,6,1,30,16,1
30-01-23 06:30,21,39.2,794.8,793.4,20.93,39.3,1.4,0.08,-0.1,1,0,-0.1,1,6,1,30,16,1
30-01-23 06:45,21,39.2,791.6,792.68,20.95,39.28,-1.07,0.05,-0.07,-3.2,0,0,1,6,1,30,16,1
30-01-23 07:00,21,39.2,782.5,793.3,20.98,39.25,-10.8,0.02,-0.05,-9.1,0,0,1,7,1,30,16,0
30-01-23 07:15,21,39.2,794.4,790.68,21,39.23,3.73,0,-0.02,11.9,0,0,1,7,1,30,16,0
30-01-23 07:30,21,39.2,834.4,790.83,21,39.2,43.57,0,0,40,0,0,1,7,1,30,16,0
30-01-23 07:45,20.8,39,801.8,800.73,21,39.2,1.07,-0.2,-0.2,-32.6,-0.2,-0.2,1,7,1,30,16,0
30-01-23 08:00,20.7,38,739.1,803.28,20.95,39.15,-64.18,-0.25,-1.15,-62.7,-0.1,-1,1,8,1,30,16,0
30-01-23 08:15,20.6,37.1,701.4,792.43,20.88,38.85,-91.03,-0.27,-1.75,-37.7,-0.1,-0.9,1,8,1,30,16,0
30-01-23 08:30,20.6,37,698.7,769.18,20.78,38.33,-70.47,-0.17,-1.33,-2.7,0,-0.1,1,8,1,30,16,0
30-01-23 08:45,20.6,37.4,710.5,735.25,20.68,37.78,-24.75,-0.07,-0.38,11.8,0,0.4,1,8,1,30,16,0
30-01-23 09:00,20.7,37.7,738.8,712.43,20.63,37.38,26.38,0.07,0.33,28.3,0.1,0.3,1,9,1,30,16,0
30-01-23 09:15,20.7,37.9,739.1,712.35,20.63,37.3,26.75,0.07,0.6,0.3,0,0.2,1,9,1,30,16,0
30-01-23 09:30,20.8,38,770.6,721.78,20.65,37.5,48.83,0.15,0.5,31.5,0.1,0.1,1,9,1,30,16,0
30-01-23 09:45,20.8,38.1,775.7,739.75,20.7,37.75,35.95,0.1,0.35,5.1,0,0.1,1,9,1,30,16,0
30-01-23 10:00,20.8,37.8,780.6,756.05,20.75,37.93,24.55,0.05,-0.13,4.9,0,-0.3,1,10,1,30,16,0
30-01-23 10:15,20.8,37.8,779.2,766.5,20.78,37.95,12.7,0.03,-0.15,-1.4,0,0,1,10,1,30,16,0
30-01-23 10:30,20.8,37.9,778.7,776.53,20.8,37.93,2.17,0,-0.02,-0.5,0,0.1,1,10,1,30,16,0
30-01-23 10:45,20.8,38,801.8,778.55,20.8,37.9,23.25,0,0.1,23.1,0,0.1,1,10,1,30,16,0
30-01-23 11:00,20.9,38.1,806.5,785.08,20.8,37.88,21.43,0.1,0.23,4.7,0.1,0.1,1,11,1,30,16,0
30-01-23 11:15,20.9,38.1,801,791.55,20.83,37.95,9.45,0.07,0.15,-5.5,0,0,1,11,1,30,16,0
30-01-23 11:30,20.9,38.1,812.1,797,20.85,38.03,15.1,0.05,0.08,11.1,0,0,1,11,1,30,16,0
30-01-23 11:45,20.9,38.1,802.1,805.35,20.88,38.08,-3.25,0.02,0.03,-10,0,0,1,11,1,30,16,0
30-01-23 12:00,20.9,38,789.4,805.43,20.9,38.1,-16.03,0,-0.1,-12.7,0,-0.1,1,12,1,30,16,0
30-01-23 12:15,20.9,38,792.2,801.15,20.9,38.08,-8.95,0,-0.08,2.8,0,0,1,12,1,30,16,0
30-01-23 12:30,21,38,807.8,798.95,20.9,38.05,8.85,0.1,-0.05,15.6,0.1,0,1,12,1,30,16,0
30-01-23 12:45,21,37.9,787.5,797.88,20.93,38.03,-10.38,0.08,-0.13,-20.3,0,-0.1,1,12,1,30,16,0
30-01-23 13:00,21,38,796.8,794.23,20.95,37.98,2.58,0.05,0.02,9.3,0,0.1,1,13,1,30,16,0
30-01-23 13:15,21,38,804.3,796.08,20.98,37.98,8.22,0.02,0.02,7.5,0,0,1,13,1,30,16,0
30-01-23 13:30,21.1,37.9,806.7,799.1,21,37.98,7.6,0.1,-0.08,2.4,0.1,-0.1,1,13,1,30,16,0
30-01-23 13:45,21.1,37.9,796.3,798.83,21.03,37.95,-2.53,0.08,-0.05,-10.4,0,0,1,13,1,30,16,0
30-01-23 14:00,21.1,37.9,807.3,801.03,21.05,37.95,6.27,0.05,-0.05,11,0,0,1,14,1,30,16,0
30-01-23 14:15,21.1,38.1,804.8,803.65,21.08,37.93,1.15,0.02,0.17,-2.5,0,0.2,1,14,1,30,16,0
30-01-23 14:30,21.1,38.9,829.6,803.78,21.1,37.95,25.82,0,0.95,24.8,0,0.8,1,14,1,30,16,0
30-01-23 14:45,21.1,39,827.1,809.5,21.1,38.2,17.6,0,0.8,-2.5,0,0.1,1,14,1,30,16,0
30-01-23 15:00,21.1,38.9,826,817.2,21.1,38.48,8.8,0,0.42,-1.1,0,-0.1,1,15,1,30,16,0
30-01-23 15:15,21.1,38.9,829,821.88,21.1,38.73,7.13,0,0.17,3,0,0,1,15,1,30,16,0
30-01-23 15:30,21.1,38.8,815.5,827.93,21.1,38.93,-12.43,0,-0.13,-13.5,0,-0.1,1,15,1,30,16,0
30-01-23 15:45,21.1,38.6,783.9,824.4,21.1,38.9,-40.5,0,-0.3,-31.6,0,-0.2,1,15,1,30,16,0
30-01-23 16:00,21.1,38.4,791.9,813.6,21.1,38.8,-21.7,0,-0.4,8,0,-0.2,1,16,1,30,16,0
30-01-23 16:15,21.1,38.5,782,805.08,21.1,38.68,-23.08,0,-0.17,-9.9,0,0.1,1,16,1,30,16,0
30-01-23 16:30,21.1,38.8,799.4,793.33,21.1,38.58,6.07,0,0.22,17.4,0,0.3,1,16,1,30,16,0
30-01-23 16:45,21.1,38.9,818,789.3,21.1,38.58,28.7,0,0.32,18.6,0,0.1,1,16,1,30,16,0
30-01-23 17:00,21,38.7,803.4,797.83,21.1,38.65,5.57,-0.1,0.05,-14.6,-0.1,-0.2,1,17,1,30,16,0
30-01-23 17:15,21.1,38.6,783.6,800.7,21.08,38.73,-17.1,0.02,-0.12,-19.8,0.1,-0.1,1,17,1,30,16,0
30-01-23 17:30,21,38.7,788.9,801.1,21.08,38.75,-12.2,-0.08,-0.05,5.3,-0.1,0.1,1,17,1,30,16,0
30-01-23 17:45,20.9,38.5,780.9,798.48,21.05,38.73,-17.58,-0.15,-0.22,-8,-0.1,-0.2,1,17,1,30,16,0
30-01-23 18:00,20.8,38.3,766.9,789.2,21,38.63,-22.3,-0.2,-0.33,-14,-0.1,-0.2,1,18,1,30,16,0
30-01-23 18:15,20.8,38.1,742.7,780.08,20.95,38.53,-37.38,-0.15,-0.43,-24.2,0,-0.2,1,18,1,30,16,0
30-01-23 18:30,20.7,37.9,730,769.85,20.88,38.4,-39.85,-0.18,-0.5,-12.7,-0.1,-0.2,1,18,1,30,16,0
30-01-23 18:45,20.7,37.7,703.3,755.13,20.8,38.2,-51.83,-0.1,-0.5,-26.7,0,-0.2,1,18,1,30,16,0
30-01-23 19:00,20.7,37.6,668.2,735.73,20.75,38,-67.52,-0.05,-0.4,-35.1,0,-0.1,1,19,1,30,16,0
30-01-23 19:15,20.6,37.6,681.1,711.05,20.73,37.83,-29.95,-0.13,-0.23,12.9,-0.1,0,1,19,1,30,16,0
30-01-23 19:30,20.6,37.7,675.9,695.65,20.68,37.7,-19.75,-0.07,0,-5.2,0,0.1,1,19,1,30,16,0
30-01-23 19:45,20.6,37.6,666,682.13,20.65,37.65,-16.13,-0.05,-0.05,-9.9,0,-0.1,1,19,1,30,16,0
30-01-23 20:00,20.5,37.5,675,672.8,20.63,37.63,2.2,-0.13,-0.13,9,-0.1,-0.1,1,20,1,30,16,0
30-01-23 20:15,20.5,37.3,661.3,674.5,20.58,37.6,-13.2,-0.08,-0.3,-13.7,0,-0.2,1,20,1,30,16,0
30-01-23 20:30,20.5,37.3,664,669.55,20.55,37.53,-5.55,-0.05,-0.23,2.7,0,0,1,20,1,30,16,0
30-01-23 20:45,20.5,37.2,664.9,666.58,20.53,37.43,-1.68,-0.02,-0.22,0.9,0,-0.1,1,20,1,30,16,0
30-01-23 21:00,20.5,37.1,665.7,666.3,20.5,37.33,-0.6,0,-0.23,0.8,0,-0.1,1,21,1,30,16,0
30-01-23 21:15,20.5,37,646.4,663.98,20.5,37.23,-17.57,0,-0.23,-19.3,0,-0.1,1,21,1,30,16,0
30-01-23 21:30,20.5,36.9,644.4,660.25,20.5,37.15,-15.85,0,-0.25,-2,0,-0.1,1,21,1,30,16,0
30-01-23 21:45,20.4,36.9,639.3,655.35,20.5,37.05,-16.05,-0.1,-0.15,-5.1,-0.1,0,1,21,1,30,16,0
30-01-23 22:00,20.4,36.8,644,648.95,20.48,36.98,-4.95,-0.08,-0.18,4.7,0,-0.1,1,22,1,30,16,0
30-01-23 22:15,20.4,36.8,637.1,643.53,20.45,36.9,-6.42,-0.05,-0.1,-6.9,0,0,1,22,1,30,16,0
30-01-23 22:30,20.4,36.7,630.8,641.2,20.43,36.85,-10.4,-0.02,-0.15,-6.3,0,-0.1,1,22,1,30,16,0
30-01-23 22:45,20.4,36.7,641.5,637.8,20.4,36.8,3.7,0,-0.1,10.7,0,0,1,22,1,30,16,0
30-01-23 23:00,20.4,36.6,642.9,638.35,20.4,36.75,4.55,0,-0.15,1.4,0,-0.1,1,23,1,30,16,0
30-01-23 23:15,20.4,36.6,618.7,638.08,20.4,36.7,-19.38,0,-0.1,-24.2,0,0,1,23,1,30,16,0
30-01-23 23:30,20.4,36.6,648.5,633.48,20.4,36.65,15.03,0,-0.05,29.8,0,0,1,23,1,30,16,0
30-01-23 23:45,20.4,36.7,635.4,637.9,20.4,36.63,-2.5,0,0.08,-13.1,0,0.1,1,23,1,30,16,0
31-01-23 00:00,20.4,36.6,632.7,636.38,20.4,36.63,-3.67,0,-0.02,-2.7,0,-0.1,1,0,2,31,16,0
31-01-23 00:15,20.3,36.6,638.2,633.83,20.4,36.63,4.38,-0.1,-0.02,5.5,-0.1,0,1,0,2,31,16,0
31-01-23 00:30,20.4,37.7,746.8,638.7,20.38,36.63,108.1,0.02,1.08,108.6,0.1,1.1,1,0,2,31,16,1
31-01-23 00:45,20.6,38.5,823.2,663.28,20.38,36.9,159.93,0.23,1.6,76.4,0.2,0.8,1,0,2,31,16,1
31-01-23 01:00,20.7,38.6,844.4,710.23,20.43,37.35,134.18,0.27,1.25,21.2,0.1,0.1,1,1,2,31,16,1
31-01-23 01:15,20.7,38.5,820.5,763.15,20.5,37.85,57.35,0.2,0.65,-23.9,0,-0.1,1,1,2,31,16,1
31-01-23 01:30,20.8,38.5,835.7,808.73,20.6,38.33,26.98,0.2,0.17,15.2,0.1,0,1,1,2,31,16,1
31-01-23 01:45,20.8,38.5,839.7,830.95,20.7,38.53,8.75,0.1,-0.02,4,0,0,1,1,2,31,16,1
31-01-23 02:00,20.8,38.4,815.3,835.08,20.75,38.53,-19.78,0.05,-0.13,-24.4,0,-0.1,1,2,2,31,16,1
31-01-23 02:15,20.8,38.4,809.5,827.8,20.78,38.48,-18.3,0.03,-0.08,-5.8,0,0,1,2,2,31,16,1
31-01-23 02:30,20.8,38.4,817.3,825.05,20.8,38.45,-7.75,0,-0.05,7.8,0,0,1,2,2,31,16,1
31-01-23 02:45,20.8,38.4,793,820.45,20.8,38.43,-27.45,0,-0.03,-24.3,0,0,1,2,2,31,16,1
31-01-23 03:00,20.8,38.4,775.7,808.78,20.8,38.4,-33.07,0,0,-17.3,0,0,1,3,2,31,16,1
31-01-23 03:15,20.8,38.5,792.2,798.88,20.8,38.4,-6.67,0,0.1,16.5,0,0.1,1,3,2,31,16,1
31-01-23 03:30,20.9,38.6,796.4,794.55,20.8,38.43,1.85,0.1,0.18,4.2,0.1,0.1,1,3,2,31,16,1
31-01-23 03:45,20.9,38.6,808.7,789.33,20.83,38.48,19.38,0.07,0.13,12.3,0,0,1,3,2,31,16,1
31-01-23 04:00,20.9,38.8,807,793.25,20.85,38.53,13.75,0.05,0.27,-1.7,0,0.2,1,4,2,31,16,1
31-01-23 04:15,20.9,38.7,771.3,801.08,20.88,38.63,-29.78,0.02,0.08,-35.7,0,-0.1,1,4,2,31,16,1
31-01-23 04:30,20.9,38.7,790.4,795.85,20.9,38.68,-5.45,0,0.03,19.1,0,0,1,4,2,31,16,1
31-01-23 04:45,20.9,38.7,770.7,794.35,20.9,38.7,-23.65,0,0,-19.7,0,0,1,4,2,31,16,1
31-01-23 05:00,20.9,38.7,765.2,784.85,20.9,38.73,-19.65,0,-0.02,-5.5,0,0,1,5,2,31,16,1
31-01-23 05:15,21,38.7,760.3,774.4,20.9,38.7,-14.1,0.1,0,-4.9,0.1,0,1,5,2,31,16,1
31-01-23 05:30,21,38.7,749,771.65,20.93,38.7,-22.65,0.08,0,-11.3,0,0,1,5,2,31,16,1
31-01-23 05:45,21,38.7,777.6,761.3,20.95,38.7,16.3,0.05,0,28.6,0,0,1,5,2,31,16,1
31-01-23 06:00,21,38.8,788.3,763.03,20.98,38.7,25.28,0.02,0.1,10.7,0,0.1,1,6,2,31,16,1
31-01-23 06:15,21,38.8,761.6,768.8,21,38.73,-7.2,0,0.07,-26.7,0,0,1,6,2,31,16,1
31-01-23 06:30,21.1,38.9,774.7,769.13,21,38.75,5.58,0.1,0.15,13.1,0.1,0.1,1,6,2,31,16,1
31-01-23 06:45,21.1,39,790.5,775.55,21.03,38.8,14.95,0.08,0.2,15.8,0,0.1,1,6,2,31,16,1
31-01-23 07:00,20.9,39.1,777.3,778.78,21.05,38.88,-1.48,-0.15,0.23,-13.2,-0.2,0.1,1,7,2,31,16,0
31-01-23 07:15,20.8,38.8,742.1,776.03,21.03,38.95,-33.93,-0.22,-0.15,-35.2,-0.1,-0.3,1,7,2,31,16,0
31-01-23 07:30,20.8,38.7,719.3,771.15,20.98,38.95,-51.85,-0.18,-0.25,-22.8,0,-0.1,1,7,2,31,16,0
31-01-23 07:45,20.8,38.9,727.3,757.3,20.9,38.9,-30,-0.1,0,8,0,0.2,1,7,2,31,16,0
31-01-23 08:00,20.8,39.2,735,741.5,20.83,38.88,-6.5,-0.02,0.33,7.7,0,0.3,1,8,2,31,16,0
31-01-23 08:15,20.8,39.4,752.3,730.93,20.8,38.9,21.38,0,0.5,17.3,0,0.2,1,8,2,31,16,0
31-01-23 08:30,20.9,39.6,763.6,733.48,20.8,39.05,30.13,0.1,0.55,11.3,0.1,0.2,1,8,2,31,16,0
31-01-23 08:45,20.9,39.7,772.9,744.55,20.83,39.28,28.35,0.07,0.43,9.3,0,0.1,1,8,2,31,16,0
31-01-23 09:00,20.9,39.7,785.8,755.95,20.85,39.48,29.85,0.05,0.23,12.9,0,0,1,9,2,31,16,0
31-01-23 09:15,20.9,39.7,772.9,768.65,20.88,39.6,4.25,0.02,0.1,-12.9,0,0,1,9,2,31,16,0
31-01-23 09:30,21,39.7,763.6,773.8,20.9,39.68,-10.2,0.1,0.02,-9.3,0.1,0,1,9,2,31,16,0
31-01-23 09:45,21,39.7,766,773.8,20.93,39.7,-7.8,0.08,0,2.4,0,0,1,9,2,31,16,0
31-01-23 10:00,21,39.8,772.9,772.08,20.95,39.7,0.83,0.05,0.1,6.9,0,0.1,1,10,2,31,16,0
31-01-23 10:15,21,39.9,769.6,768.85,20.98,39.73,0.75,0.02,0.17,-3.3,0,0.1,1,10,2,31,16,0
31-01-23 10:30,21.1,39.9,769.8,768.03,21,39.78,1.77,0.1,0.13,0.2,0.1,0,1,10,2,31,16,0
31-01-23 10:45,21.1,39.9,794.9,769.58,21.03,39.83,25.32,0.08,0.07,25.1,0,0,1,10,2,31,16,0
31-01-23 11:00,21.1,39.8,777.9,776.8,21.05,39.88,1.1,0.05,-0.08,-17,0,-0.1,1,11,2,31,16,0
31-01-23 11:15,21.1,39.8,775.7,778.05,21.08,39.88,-2.35,0.02,-0.08,-2.2,0,0,1,11,2,31,16,0
31-01-23 11:30,21.1,39.9,778.6,779.58,21.1,39.85,-0.98,0,0.05,2.9,0,0.1,1,11,2,31,16,0
31-01-23 11:45,21.2,39.8,780.9,781.78,21.1,39.85,-0.88,0.1,-0.05,2.3,0.1,-0.1,1,11,2,31,16,0
31-01-23 12:00,21.2,39.9,770.2,778.28,21.13,39.83,-8.07,0.07,0.07,-10.7,0,0.1,1,12,2,31,16,0
31-01-23 12:15,21.2,39.9,782,776.35,21.15,39.85,5.65,0.05,0.05,11.8,0,0,1,12,2,31,16,0
31-01-23 12:30,21.2,40,787.1,777.93,21.18,39.88,9.18,0.02,0.13,5.1,0,0.1,1,12,2,31,16,0
31-01-23 12:45,21.2,40.5,821,780.05,21.2,39.9,40.95,0,0.6,33.9,0,0.5,1,12,2,31,16,0
31-01-23 13:00,21.2,40.7,836.2,790.08,21.2,40.08,46.13,0,0.63,15.2,0,0.2,1,13,2,31,16,0
31-01-23 13:15,21.2,40.7,821.9,806.58,21.2,40.28,15.32,0,0.42,-14.3,0,0,1,13,2,31,16,0
31-01-23 13:30,21.2,40.5,771.4,816.55,21.2,40.48,-45.15,0,0.02,-50.5,0,-0.2,1,13,2,31,16,0
31-01-23 13:45,21.2,40.5,771.3,812.63,21.2,40.6,-41.33,0,-0.1,-0.1,0,0,1,13,2,31,16,0
31-01-23 14:00,21.2,40.4,754.8,800.2,21.2,40.6,-45.4,0,-0.2,-16.5,0,-0.1,1,14,2,31,16,0
31-01-23 14:15,21.2,40.3,730.6,779.85,21.2,40.53,-49.25,0,-0.23,-24.2,0,-0.1,1,14,2,31,16,0
31-01-23 14:30,21.2,40.4,736.8,757.03,21.2,40.43,-20.23,0,-0.02,6.2,0,0.1,1,14,2,31,16,0
31-01-23 14:45,21.1,40.4,693.7,748.38,21.2,40.4,-54.68,-0.1,0,-43.1,-0.1,0,1,14,2,31,16,0
31-01-23 15:00,21.1,40.5,679.7,728.98,21.18,40.38,-49.27,-0.07,0.13,-14,0,0.1,1,15,2,31,16,0
31-01-23 15:15,21.1,40.6,703.9,710.2,21.15,40.4,-6.3,-0.05,0.2,24.2,0,0.1,1,15,2,31,16,0
31-01-23 15:30,21.1,40.8,710.6,703.53,21.13,40.48,7.08,-0.02,0.32,6.7,0,0.2,1,15,2,31,16,0
31-01-23 15:45,21.1,40.9,732.2,696.98,21.1,40.58,35.23,0,0.32,21.6,0,0.1,1,15,2,31,16,0
31-01-23 16:00,21.1,40.9,745.7,706.6,21.1,40.7,39.1,0,0.2,13.5,0,0,1,16,2,31,16,0
31-01-23 16:15,21.1,41,728.4,723.1,21.1,40.8,5.3,0,0.2,-17.3,0,0.1,1,16,2,31,16,0
31-01-23 16:30,21.1,41,730.3,729.23,21.1,40.9,1.07,0,0.1,1.9,0,0,1,16,2,31,16,0
31-01-23 16:45,21.1,41.1,760.5,734.15,21.1,40.95,26.35,0,0.15,30.2,0,0.1,1,16,2,31,16,0
31-01-23 17:00,21,41.1,737.7,741.23,21.1,41,-3.52,-0.1,0.1,-22.8,-0.1,0,1,17,2,31,16,0
31-01-23 17:15,20.9,41.1,725.3,739.23,21.08,41.05,-13.93,-0.18,0.05,-12.4,-0.1,0,1,17,2,31,16,0
31-01-23 17:30,20.9,41.1,701.6,738.45,21.03,41.08,-36.85,-0.13,0.03,-23.7,0,0,1,17,2,31,16,0
31-01-23 17:45,20.8,41.1,694.8,731.28,20.98,41.1,-36.48,-0.18,0,-6.8,-0.1,0,1,17,2,31,16,0
31-01-23 18:00,20.8,41.2,720.9,714.85,20.9,41.1,6.05,-0.1,0.1,26.1,0,0.1,1,18,2,31,16,0
31-01-23 18:15,20.8,41.2,695.1,710.65,20.85,41.13,-15.55,-0.05,0.08,-25.8,0,0,1,18,2,31,16,0
31-01-23 18:30,20.8,41.1,678.1,703.1,20.83,41.15,-25,-0.02,-0.05,-17,0,-0.1,1,18,2,31,16,0
31-01-23 18:45,20.8,41.1,662.9,697.23,20.8,41.15,-34.32,0,-0.05,-15.2,0,0,1,18,2,31,16,0
31-01-23 19:00,20.7,41.1,648.6,689.25,20.8,41.15,-40.65,-0.1,-0.05,-14.3,-0.1,0,1,19,2,31,16,0
31-01-23 19:15,20.7,41.2,650,671.18,20.78,41.13,-21.18,-0.08,0.08,1.4,0,0.1,1,19,2,31,16,0
31-01-23 19:30,20.7,41.2,638.3,659.9,20.75,41.13,-21.6,-0.05,0.08,-11.7,0,0,1,19,2,31,16,0
31-01-23 19:45,20.7,41.2,643.7,649.95,20.73,41.15,-6.25,-0.03,0.05,5.4,0,0,1,19,2,31,16,0
31-01-23 20:00,20.7,41.3,646.2,645.15,20.7,41.18,1.05,0,0.12,2.5,0,0.1,1,20,2,31,16,0
31-01-23 20:15,20.7,41.3,620,644.55,20.7,41.23,-24.55,0,0.07,-26.2,0,0,1,20,2,31,16,0
31-01-23 20:30,20.7,41.3,609.6,637.05,20.7,41.25,-27.45,0,0.05,-10.4,0,0,1,20,2,31,16,0
31-01-23 20:45,20.7,41.3,616.2,629.88,20.7,41.28,-13.68,0,0.02,6.6,0,0,1,20,2,31,16,0
31-01-23 21:00,20.6,41.4,600.8,623,20.7,41.3,-22.2,-0.1,0.1,-15.4,-0.1,0.1,1,21,2,31,16,0
31-01-23 21:15,20.6,41.4,617.3,611.65,20.68,41.33,5.65,-0.07,0.08,16.5,0,0,1,21,2,31,16,0
31-01-23 21:30,20.6,41.4,595.8,610.98,20.65,41.35,-15.18,-0.05,0.05,-21.5,0,0,1,21,2,31,16,0
31-01-23 21:45,20.6,41.5,615.6,607.53,20.63,41.38,8.08,-0.02,0.13,19.8,0,0.1,1,21,2,31,16,0
31-01-23 22:00,20.6,41.5,598.3,607.38,20.6,41.43,-9.08,0,0.08,-17.3,0,0,1,22,2,31,16,0
31-01-23 22:15,20.6,41.6,592.5,606.75,20.6,41.45,-14.25,0,0.15,-5.8,0,0.1,1,22,2,31,16,0
31-01-23 22:30,20.6,41.6,583.3,600.55,20.6,41.5,-17.25,0,0.1,-9.2,0,0,1,22,2,31,16,0
31-01-23 22:45,20.6,41.6,617.3,597.43,20.6,41.55,19.88,0,0.05,34,0,0,1,22,2,31,16,0
31-01-23 23:00,20.6,41.6,609.6,597.85,20.6,41.58,11.75,0,0.03,-7.7,0,0,1,23,2,31,16,0
31-01-23 23:15,20.6,41.7,598.6,600.68,20.6,41.6,-2.07,0,0.1,-11,0,0.1,1,23,2,31,16,0
31-01-23 23:30,20.6,41.7,616.2,602.2,20.6,41.63,14,0,0.08,17.6,0,0,1,23,2,31,16,0
31-01-23 23:45,20.6,41.7,606.8,610.43,20.6,41.65,-3.63,0,0.05,-9.4,0,0,1,23,2,31,16,0
01-02-23 0:00,20.6,41.7,601.6,607.8,20.6,41.68,-6.2,0,0.02,-5.2,0,0,1,0,3,32,16,0
01-02-23 0:15,20.6,41.9,628.6,605.8,20.6,41.7,22.8,0,0.2,27,0,0.2,1,0,3,32,16,0
01-02-23 0:30,20.7,42.5,739.4,613.3,20.6,41.75,126.1,0.1,0.75,110.8,0.1,0.6,1,0,3,32,16,0
01-02-23 0:45,20.8,42.6,793.5,644.1,20.63,41.95,149.4,0.18,0.65,54.1,0.1,0.1,1,0,3,32,16,1
01-02-23 1:00,20.9,42.4,803.7,690.78,20.68,42.18,112.93,0.22,0.23,10.2,0.1,-0.2,1,1,3,32,16,1
01-02-23 1:15,20.9,42.4,794.6,741.3,20.75,42.35,53.3,0.15,0.05,-9.1,0,0,1,1,3,32,16,1
01-02-23 1:30,20.9,42.3,779.2,782.8,20.83,42.48,-3.6,0.07,-0.18,-15.4,0,-0.1,1,1,3,32,16,1
01-02-23 1:45,20.9,42.3,779,792.75,20.88,42.43,-13.75,0.02,-0.13,-0.2,0,0,1,1,3,32,16,1
01-02-23 2:00,20.9,42.4,780.3,789.13,20.9,42.35,-8.83,0,0.05,1.3,0,0.1,1,2,3,32,16,1
