datetime,temperature,humidity,co2_concentration,average_co2_last_hour,average_temperature_last_hour,average_humidity_last_hour,current_value_minus_average_last_hour_co2,current_value_minus_average_last_hour_temperature,current_value_minus_average_last_hour_humidity,current_value_minus_last_15_min_co2,current_value_minus_last_15_min_temperature,current_value_minus_last_15_min_humidity,room_number,hour_of_the_day,day_number_of_the_week,day_of_year,floor_area,occupancy
02-02-23 12:32 , 26.4 , 61.3 , 1229.1 , 1226.85 , 26.41 , 58.40 , 1.92 , -0.02 , 1.64 , 0.37 , 0.01 , 0.01 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:33 , 26.5 , 61.5 , 1230.4 , 1227.63 , 26.40 , 59.33 , 1.51 , 0.01 , 1.97 , 1.26 , 0.07 , 0.07 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:34 , 26.5 , 61.6 , 1230.3 , 1228.61 , 26.42 , 60.29 , 1.79 , 0.06 , 1.17 , -0.13 , -0.01 , -0.01 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:35 , 26.4 , 60.9 , 1231.1 , 1229.65 , 26.44 , 61.11 , 0.62 , 0.03 , 0.52 , 0.78 , -0.02 , -0.02 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:36 , 26.4 , 60.2 , 1231.0 , 1230.22 , 26.45 , 61.33 , 0.84 , -0.00 , -0.41 , -0.09 , -0.08 , -0.08 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:37 , 26.4 , 59.8 , 1231.3 , 1230.67 , 26.44 , 61.04 , 0.29 , -0.07 , -0.88 , 0.31 , 0.03 , 0.03 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:38 , 26.4 , 59.3 , 1231.7 , 1230.89 , 26.42 , 60.62 , 0.39 , -0.02 , -0.85 , 0.40 , 0.01 , 0.01 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:39 , 26.4 , 59.1 , 1232.3 , 1231.24 , 26.41 , 60.03 , 0.44 , 0.00 , -0.75 , 0.58 , 0.01 , 0.01 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:40 , 26.4 , 58.9 , 1231.5 , 1231.55 , 26.40 , 59.58 , 0.71 , 0.02 , -0.49 , -0.73 , -0.04 , -0.04 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:41 , 26.4 , 58.6 , 1231.9 , 1231.69 , 26.40 , 59.26 , -0.16 , -0.02 , -0.37 , 0.36 , 0.02 , 0.02 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:42 , 26.4 , 58.7 , 1231.4 , 1231.84 , 26.40 , 58.97 , 0.05 , -0.01 , -0.36 , -0.48 , -0.02 , -0.02 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:43 , 26.4 , 58.3 , 1230.6 , 1231.77 , 26.40 , 58.82 , -0.36 , -0.01 , -0.12 , -0.76 , 0.03 , 0.03 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:44 , 26.4 , 58.3 , 1230.5 , 1231.36 , 26.39 , 58.62 , -0.72 , 0.02 , -0.32 , -0.18 , -0.03 , -0.03 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:45 , 26.4 , 58.1 , 1230.3 , 1231.10 , 26.39 , 58.47 , -0.64 , -0.01 , -0.20 , -0.14 , 0.02 , 0.02 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:46 , 26.4 , 58.1 , 1229.7 , 1230.70 , 26.39 , 58.35 , -0.39 , 0.00 , -0.23 , -0.58 , 0.00 , 0.00 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:47 , 26.4 , 58.0 , 1229.3 , 1230.29 , 26.40 , 58.20 , -0.55 , 0.00 , -0.10 , -0.48 , -0.03 , -0.03 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:48 , 26.4 , 58.0 , 1229.1 , 1229.94 , 26.39 , 58.12 , -0.69 , -0.02 , -0.14 , -0.18 , 0.00 , 0.00 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:49 , 26.4 , 57.9 , 1228.5 , 1229.60 , 26.38 , 58.05 , -0.52 , -0.01 , -0.07 , -0.57 , -0.01 , -0.01 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:50 , 26.3 , 57.8 , 1228.1 , 1229.14 , 26.37 , 57.99 , -0.64 , -0.02 , -0.09 , -0.45 , -0.01 , -0.01 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:51 , 26.4 , 57.6 , 1228.0 , 1228.72 , 26.36 , 57.92 , -0.67 , -0.02 , -0.11 , -0.07 , 0.04 , 0.04 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:52 , 26.4 , 57.6 , 1226.9 , 1228.41 , 26.36 , 57.83 , -0.42 , 0.02 , -0.20 , -1.07 , 0.02 , 0.02 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:53 , 26.4 , 57.6 , 1227.9 , 1227.87 , 26.37 , 57.74 , -0.95 , 0.03 , -0.12 , 1.02 , -0.02 , -0.02 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:54 , 26.3 , 57.5 , 1226.7 , 1227.72 , 26.37 , 57.67 , 0.21 , 0.01 , -0.06 , -1.23 , -0.04 , -0.04 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:55 , 26.4 , 57.5 , 1226.1 , 1227.39 , 26.37 , 57.60 , -0.68 , -0.03 , -0.07 , -0.58 , 0.04 , 0.04 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:56 , 26.4 , 57.4 , 1225.8 , 1226.92 , 26.37 , 57.57 , -0.80 , 0.01 , -0.06 , -0.29 , 0.03 , 0.03 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:57 , 26.4 , 57.4 , 1225.6 , 1226.65 , 26.38 , 57.50 , -0.82 , 0.03 , -0.13 , -0.19 , -0.01 , -0.01 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:58 , 26.3 , 57.5 , 1224.4 , 1226.07 , 26.38 , 57.46 , -0.44 , 0.01 , -0.04 , -1.26 , -0.06 , -0.06 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 12:59 , 26.4 , 57.3 , 1224.6 , 1225.49 , 26.38 , 57.46 , -1.11 , -0.04 , 0.07 , 0.21 , 0.07 , 0.07 , 0 , 12 , 6 , 33 , 10 , 0
02-02-23 13:00 , 26.4 , 57.3 , 1223.9 , 1225.11 , 26.39 , 57.40 , -0.52 , 0.02 , -0.13 , -0.73 , -0.01 , -0.01 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:01 , 26.4 , 57.3 , 1222.7 , 1224.62 , 26.39 , 57.38 , -0.76 , 0.01 , -0.08 , -1.21 , -0.02 , -0.02 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:02 , 26.3 , 57.3 , 1222.0 , 1223.87 , 26.38 , 57.34 , -1.22 , -0.00 , -0.08 , -0.65 , -0.08 , -0.08 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:03 , 26.4 , 57.3 , 1221.8 , 1223.28 , 26.37 , 57.28 , -1.27 , -0.07 , 0.00 , -0.22 , 0.06 , 0.06 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:04 , 26.4 , 57.2 , 1221.0 , 1222.58 , 26.36 , 57.28 , -0.79 , -0.00 , 0.00 , -0.84 , 0.01 , 0.01 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:05 , 26.3 , 57.1 , 1221.0 , 1221.85 , 26.35 , 57.24 , -0.90 , 0.02 , -0.09 , 0.01 , -0.03 , -0.03 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:06 , 26.3 , 57.1 , 1219.7 , 1221.43 , 26.34 , 57.21 , -0.46 , 0.00 , -0.08 , -1.27 , -0.04 , -0.04 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:07 , 26.3 , 57.2 , 1219.2 , 1220.85 , 26.34 , 57.17 , -1.16 , -0.04 , -0.04 , -0.45 , -0.03 , -0.03 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:08 , 26.2 , 57.3 , 1217.5 , 1220.21 , 26.32 , 57.14 , -0.97 , -0.05 , 0.02 , -1.70 , -0.08 , -0.08 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:09 , 26.2 , 57.2 , 1216.5 , 1219.36 , 26.27 , 57.17 , -1.82 , -0.09 , 0.11 , -1.07 , -0.01 , -0.01 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:10 , 26.2 , 57.3 , 1215.9 , 1218.23 , 26.23 , 57.20 , -1.76 , -0.06 , 0.02 , -0.59 , 0.01 , 0.01 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:11 , 26.2 , 57.5 , 1216.1 , 1217.28 , 26.20 , 57.25 , -1.40 , -0.02 , 0.09 , 0.20 , -0.03 , -0.03 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:12 , 26.1 , 57.4 , 1215.9 , 1216.49 , 26.17 , 57.33 , -0.41 , -0.02 , 0.13 , -0.14 , -0.04 , -0.04 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:13 , 26.1 , 57.5 , 1216.4 , 1216.09 , 26.16 , 57.36 , -0.15 , -0.04 , 0.07 , 0.45 , -0.04 , -0.04 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:14 , 26.1 , 57.5 , 1216.9 , 1216.08 , 26.13 , 57.43 , 0.32 , -0.06 , 0.05 , 0.46 , 0.03 , 0.03 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:15 , 26.1 , 57.5 , 1216.7 , 1216.32 , 26.11 , 57.47 , 0.54 , -0.01 , 0.03 , -0.17 , 0.02 , 0.02 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:16 , 26.1 , 57.5 , 1215.9 , 1216.47 , 26.10 , 57.47 , 0.22 , 0.01 , -0.02 , -0.82 , -0.04 , -0.04 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:17 , 26.1 , 57.5 , 1215.1 , 1216.45 , 26.09 , 57.49 , -0.59 , -0.02 , 0.03 , -0.75 , 0.01 , 0.01 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:18 , 26.0 , 57.4 , 1214.6 , 1216.13 , 26.09 , 57.48 , -1.02 , -0.01 , -0.02 , -0.54 , -0.04 , -0.04 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:19 , 26.0 , 57.4 , 1214.7 , 1215.56 , 26.08 , 57.46 , -0.99 , -0.04 , -0.05 , 0.10 , -0.01 , -0.01 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:20 , 26.0 , 57.4 , 1215.4 , 1215.06 , 26.06 , 57.45 , -0.38 , -0.03 , -0.03 , 0.68 , 0.00 , 0.00 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:21 , 26.0 , 57.5 , 1215.3 , 1214.93 , 26.05 , 57.42 , 0.43 , -0.02 , -0.03 , -0.01 , -0.03 , -0.03 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:22 , 26.1 , 57.1 , 1216.3 , 1214.99 , 26.02 , 57.42 , 0.36 , -0.02 , 0.05 , 0.98 , 0.08 , 0.08 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:23 , 26.0 , 57.2 , 1216.9 , 1215.43 , 26.04 , 57.36 , 0.90 , 0.05 , -0.21 , 0.58 , -0.06 , -0.06 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:24 , 26.0 , 57.2 , 1217.2 , 1215.98 , 26.04 , 57.30 , 0.92 , -0.01 , -0.11 , 0.26 , 0.01 , 0.01 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:25 , 26.1 , 57.3 , 1217.3 , 1216.43 , 26.04 , 57.24 , 0.73 , 0.00 , -0.07 , 0.13 , 0.07 , 0.07 , 0 , 13 , 6 , 33 , 10 , 0
02-02-23 13:29 , 26.5 , 56.7 , 1223.2 , 1220.15 , 26.24 , 56.95 , 1.69 , 0.10 , -0.13 , 1.34 , 0.14 , 0.14 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:30 , 26.6 , 56.4 , 1224.5 , 1221.29 , 26.31 , 56.87 , 1.90 , 0.17 , -0.13 , 1.30 , 0.13 , 0.13 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:31 , 26.6 , 56.4 , 1225.6 , 1222.46 , 26.41 , 56.77 , 2.02 , 0.19 , -0.37 , 1.15 , 0.03 , 0.03 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:32 , 26.7 , 56.3 , 1226.7 , 1223.79 , 26.51 , 56.60 , 1.85 , 0.12 , -0.16 , 1.03 , 0.03 , 0.03 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:33 , 26.7 , 56.2 , 1228.4 , 1224.99 , 26.59 , 56.47 , 1.68 , 0.07 , -0.16 , 1.77 , 0.01 , 0.01 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:34 , 26.6 , 56.3 , 1229.5 , 1226.31 , 26.64 , 56.34 , 2.13 , 0.03 , -0.13 , 1.11 , -0.04 , -0.04 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:35 , 26.6 , 56.5 , 1228.8 , 1227.57 , 26.65 , 56.31 , 1.97 , -0.02 , -0.03 , -0.71 , -0.06 , -0.06 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:36 , 26.5 , 56.5 , 1229.7 , 1228.37 , 26.64 , 56.33 , 0.46 , -0.06 , 0.20 , 0.84 , -0.03 , -0.03 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:37 , 26.6 , 56.7 , 1230.7 , 1229.13 , 26.61 , 56.39 , 0.55 , -0.06 , 0.15 , 1.00 , 0.03 , 0.03 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:38 , 26.6 , 56.6 , 1231.0 , 1229.69 , 26.58 , 56.52 , 0.99 , -0.01 , 0.21 , 0.36 , 0.04 , 0.04 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:39 , 26.6 , 56.5 , 1231.5 , 1230.06 , 26.58 , 56.61 , 0.98 , 0.04 , 0.02 , 0.47 , 0.00 , 0.00 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:40 , 26.7 , 56.5 , 1232.2 , 1230.73 , 26.59 , 56.61 , 0.78 , 0.03 , -0.07 , 0.66 , 0.06 , 0.06 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 13:41 , 26.7 , 56.3 , 1232.0 , 1231.35 , 26.62 , 56.59 , 0.82 , 0.05 , -0.13 , -0.13 , 0.03 , 0.03 , 0 , 13 , 6 , 33 , 10 , 1
02-02-23 16:00 , 26.4 , 58.2 , 0.0 , 0.00 , 26.44 , 58.16 , 0.00 , 0.00 , 0.00 , 0.00 , 0.00 , 0.00 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:01 , 26.7 , 57.7 , 1511.0 , 1510.96 , 26.66 , 57.73 , 0.00 , 0.00 , 0.00 , 1510.96 , 0.22 , 0.22 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:02 , 26.7 , 57.5 , 1467.6 , 1467.62 , 26.73 , 57.45 , 0.00 , 0.00 , 0.00 , -43.34 , 0.07 , 0.07 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:03 , 26.8 , 57.5 , 1529.7 , 1529.69 , 26.76 , 57.48 , 0.00 , 0.00 , 0.00 , 62.07 , 0.03 , 0.03 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:04 , 26.7 , 57.5 , 1513.1 , 1127.07 , 26.65 , 57.70 , 402.62 , 0.11 , -0.22 , -16.64 , -0.03 , -0.03 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:05 , 26.7 , 57.6 , 1521.3 , 1505.33 , 26.72 , 57.55 , 7.72 , 0.01 , -0.02 , 8.23 , 0.00 , 0.00 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:06 , 26.7 , 57.5 , 1529.2 , 1507.91 , 26.74 , 57.52 , 13.37 , -0.01 , 0.11 , 7.91 , 0.02 , 0.02 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:07 , 26.8 , 57.4 , 1525.1 , 1523.30 , 26.74 , 57.53 , 5.89 , 0.00 , -0.05 , -4.10 , 0.07 , 0.07 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:08 , 26.8 , 57.4 , 1517.2 , 1522.15 , 26.76 , 57.51 , 2.93 , 0.06 , -0.11 , -7.91 , 0.00 , 0.00 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:09 , 26.7 , 57.6 , 1518.1 , 1523.18 , 26.78 , 57.47 , -6.01 , 0.04 , -0.11 , 0.95 , -0.13 , -0.13 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:10 , 26.7 , 57.6 , 1518.0 , 1522.39 , 26.77 , 57.46 , -4.27 , -0.08 , 0.14 , -0.12 , 0.00 , 0.00 , 0 , 16 , 6 , 33 , 10 , 1
02-02-23 16:11 , 26.7 , 57.5 , 1515.6 , 1519.60 , 26.75 , 57.50 , -1.59 , -0.06 , 0.13 , -2.45 , 0.04 , 0.04 , 0 , 16 , 6 , 33 , 10 , 1
